Province,Division,District,Indicator,Area Type,Total,Male,Female
Sindh,Hyderabad Division,Sujawal,Services Employee (%),Rural,17.3,19.1,4.6
Sindh,Hyderabad Division,Sujawal,Services Employee (%),Urban,57.7,58.3,-
Sindh,Hyderabad Division,Sujawal,Formal Activity (%),Rural,14.1,14.1,13.8
Sindh,Hyderabad Division,Sujawal,Formal Activity (%),Urban,17.6,17.8,-
Sindh,Hyderabad Division,Sujawal,Informal Activity (%),Rural,85.9,85.9,86.2
Sindh,Hyderabad Division,Sujawal,Informal Activity (%),Urban,82.4,82.2,100
Sindh,Hyderabad Division,Sujawal,Employers (%),All Areas,0.2,0.3,-
Sindh,Hyderabad Division,Sujawal,Own Account Workers (%),All Areas,27.7,29.3,15.9
Sindh,Hyderabad Division,Sujawal,Contributing Family  Workers (%),All Areas,11.9,5.7,57.3
Sindh,Hyderabad Division,Sujawal,Employees (%),All Areas,60.2,64.8,26.8
Sindh,Hyderabad Division,Sujawal,Literacy Rate (%),Rural,25.6,36,14
Sindh,Hyderabad Division,Sujawal,Literacy Rate (%),Urban,70.3,75.7,64.2
Sindh,Hyderabad Division,Sujawal,Underemployment Rate (%),Rural,0.3,-,2.2
Sindh,Hyderabad Division,Sujawal,Underemployment Rate (%),Urban,-,-,-
Sindh,Hyderabad Division,Sujawal,Mean Hours Work/Per Week,Rural,50.5,52.1,39.7
Sindh,Hyderabad Division,Sujawal,Mean Hours Work/Per Week,Urban,54.9,54.9,52.3
Sindh,Hyderabad Division,Sujawal,Total Population,Rural,857348,444940,412301
Sindh,Hyderabad Division,Sujawal,Total Population,Urban,85496,43966,41510
Sindh,Hyderabad Division,Tando Allahyar,Working Age Population,Rural,413000,215000,199000
Sindh,Hyderabad Division,Tando Allahyar,Working Age Population,Urban,196000,105000,91000
Sindh,Hyderabad Division,Tando Allahyar,Labour Force,Rural,223400,165400,58100
Sindh,Hyderabad Division,Tando Allahyar,Labour Force,Urban,90000,78000,11900
Sindh,Hyderabad Division,Tando Allahyar,Employed,Rural,216800,162600,54100
Sindh,Hyderabad Division,Tando Allahyar,Employed,Urban,88500,76600,11900
Sindh,Hyderabad Division,Tando Allahyar,Unemployed,Rural,6700,2700,4000
Sindh,Hyderabad Division,Tando Allahyar,Unemployed,Urban,1500,1500,-
Sindh,Hyderabad Division,Tando Allahyar,Refined Participation Rate (%),Rural,54.1,77.1,29.2
Sindh,Hyderabad Division,Tando Allahyar,Refined Participation Rate (%),Urban,46,74.6,13.1
Sindh,Hyderabad Division,Tando Allahyar,Unemployment Rate (%),Rural,3,1.7,6.8
Sindh,Hyderabad Division,Tando Allahyar,Unemployment Rate (%),Urban,1.6,1.9,-
Sindh,Hyderabad Division,Tando Allahyar,Employment to Population Ratio (%),Rural,52.5,75.8,27.2
Sindh,Hyderabad Division,Tando Allahyar,Employment to Population Ratio (%),Urban,45.2,73.2,13.1
Sindh,Hyderabad Division,Tando Allahyar,Agriculture Employee (%),Rural,73,67.1,90.7
Sindh,Hyderabad Division,Tando Allahyar,Agriculture Employee (%),Urban,36.9,27.6,97
Sindh,Hyderabad Division,Tando Allahyar,Industry Employee (%),Rural,8.9,9.6,6.7
Sindh,Hyderabad Division,Tando Allahyar,Industry Employee (%),Urban,16.9,19.5,-
Sindh,Hyderabad Division,Tando Allahyar,Services Employee (%),Rural,18.1,23.3,2.6
Sindh,Hyderabad Division,Tando Allahyar,Services Employee (%),Urban,46.2,52.9,3
Sindh,Hyderabad Division,Tando Allahyar,Formal Activity (%),Rural,18.1,17.6,22.4
Sindh,Hyderabad Division,Tando Allahyar,Formal Activity (%),Urban,22,21.5,100
Sindh,Hyderabad Division,Tando Allahyar,Informal Activity (%),Rural,81.9,82.4,77.6
Sindh,Hyderabad Division,Tando Allahyar,Informal Activity (%),Urban,78,78.5,-
Sindh,Hyderabad Division,Tando Allahyar,Employers (%),All Areas,0.1,0.2,-
Sindh,Hyderabad Division,Tando Allahyar,Own Account Workers (%),All Areas,35,43.1,5.6
Sindh,Hyderabad Division,Tando Allahyar,Contributing Family  Workers (%),All Areas,22.5,13.1,56.6
Sindh,Hyderabad Division,Tando Allahyar,Employees (%),All Areas,42.4,43.6,37.8
Sindh,Hyderabad Division,Tando Allahyar,Literacy Rate (%),Rural,38.4,51.8,24
Sindh,Hyderabad Division,Tando Allahyar,Literacy Rate (%),Urban,66,77.2,53.3
Sindh,Hyderabad Division,Tando Allahyar,Underemployment Rate (%),Rural,1.9,0.2,7.2
Sindh,Hyderabad Division,Tando Allahyar,Underemployment Rate (%),Urban,2.6,0.5,16.1
Sindh,Hyderabad Division,Tando Allahyar,Mean Hours Work/Per Week,Rural,47.5,50.9,37.2
Sindh,Hyderabad Division,Tando Allahyar,Mean Hours Work/Per Week,Urban,49.2,51,37.8
Sindh,Hyderabad Division,Tando Allahyar,Total Population,Rural,627041,323627,303337
Sindh,Hyderabad Division,Tando Allahyar,Total Population,Urban,268099,138389,129661
Sindh,Hyderabad Division,Tando Mohammad Khan,Working Age Population,Rural,392000,209000,183000
Sindh,Hyderabad Division,Tando Mohammad Khan,Working Age Population,Urban,96000,49000,47000
Sindh,Hyderabad Division,Tando Mohammad Khan,Labour Force,Rural,193400,157200,36200
Sindh,Hyderabad Division,Tando Mohammad Khan,Labour Force,Urban,41000,35900,5100
Sindh,Hyderabad Division,Tando Mohammad Khan,Employed,Rural,185900,151300,34600
Sindh,Hyderabad Division,Tando Mohammad Khan,Employed,Urban,39400,34500,4900
Sindh,Hyderabad Division,Tando Mohammad Khan,Unemployed,Rural,7600,5900,1600
Sindh,Hyderabad Division,Tando Mohammad Khan,Unemployed,Urban,1600,1400,200
Sindh,Hyderabad Division,Tando Mohammad Khan,Refined Participation Rate (%),Rural,49.3,75.1,19.8
Sindh,Hyderabad Division,Tando Mohammad Khan,Refined Participation Rate (%),Urban,42.8,73.6,10.8
Sindh,Hyderabad Division,Tando Mohammad Khan,Unemployment Rate (%),Rural,3.9,3.8,4.5
Sindh,Hyderabad Division,Tando Mohammad Khan,Unemployment Rate (%),Urban,3.9,3.9,4.1
Sindh,Hyderabad Division,Tando Mohammad Khan,Employment to Population Ratio (%),Rural,47.4,72.3,18.9
Sindh,Hyderabad Division,Tando Mohammad Khan,Employment to Population Ratio (%),Urban,41.1,70.8,10.4
Sindh,Hyderabad Division,Tando Mohammad Khan,Agriculture Employee (%),Rural,54.7,50.4,73.2
Sindh,Hyderabad Division,Tando Mohammad Khan,Agriculture Employee (%),Urban,15.7,9,63.4
Sindh,Hyderabad Division,Tando Mohammad Khan,Industry Employee (%),Rural,18.8,19.7,15
Sindh,Hyderabad Division,Tando Mohammad Khan,Industry Employee (%),Urban,36.4,38.3,22.5
Sindh,Hyderabad Division,Tando Mohammad Khan,Services Employee (%),Rural,26.5,29.9,11.7
Sindh,Hyderabad Division,Tando Mohammad Khan,Services Employee (%),Urban,47.9,52.7,14.1
Sindh,Hyderabad Division,Tando Mohammad Khan,Formal Activity (%),Rural,23.4,25.2,9.3
Sindh,Hyderabad Division,Tando Mohammad Khan,Formal Activity (%),Urban,16.6,15.2,40.3
Sindh,Hyderabad Division,Tando Mohammad Khan,Informal Activity (%),Rural,76.6,74.8,90.6
Sindh,Hyderabad Division,Tando Mohammad Khan,Informal Activity (%),Urban,83.4,84.8,59.7
Sindh,Hyderabad Division,Tando Mohammad Khan,Employers (%),All Areas,-,-,-
Sindh,Hyderabad Division,Tando Mohammad Khan,Own Account Workers (%),All Areas,35.9,41,12.2
Sindh,Hyderabad Division,Tando Mohammad Khan,Contributing Family  Workers (%),All Areas,12,4.7,46.3
Sindh,Hyderabad Division,Tando Mohammad Khan,Employees (%),All Areas,52.1,54.4,41.5
Sindh,Hyderabad Division,Tando Mohammad Khan,Literacy Rate (%),Rural,35.8,47.5,22.4
Sindh,Hyderabad Division,Tando Mohammad Khan,Literacy Rate (%),Urban,49.3,63.4,34.7
Sindh,Hyderabad Division,Tando Mohammad Khan,Underemployment Rate (%),Rural,1.9,0.2,9.2
Sindh,Hyderabad Division,Tando Mohammad Khan,Underemployment Rate (%),Urban,1.7,0.8,8.2
Sindh,Hyderabad Division,Tando Mohammad Khan,Mean Hours Work/Per Week,Rural,48.5,51.3,36.3
Sindh,Hyderabad Division,Tando Mohammad Khan,Mean Hours Work/Per Week,Urban,51,53.4,33.5
Sindh,Karachi Division,Karachi Central,Working Age Population,Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Working Age Population,Urban,2394000,1220000,1174000
Sindh,Karachi Division,Karachi Central,Labour Force,Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Labour Force,Urban,790700,753500,37300
Sindh,Karachi Division,Karachi Central,Employed,Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Employed,Urban,744100,715800,28300
Sindh,Karachi Division,Karachi Central,Unemployed,Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Unemployed,Urban,46600,37600,9000
Sindh,Karachi Division,Karachi Central,Refined Participation Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Refined Participation Rate (%),Urban,33,61.8,3.2
Sindh,Karachi Division,Karachi Central,Unemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Unemployment Rate (%),Urban,5.9,5,24.2
Sindh,Karachi Division,Karachi Central,Employment to Population Ratio (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Employment to Population Ratio (%),Urban,31.1,58.7,2.4
Sindh,Karachi Division,Karachi Central,Agriculture Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Agriculture Employee (%),Urban,0.6,0.5,1.4
Sindh,Karachi Division,Karachi Central,Industry Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Industry Employee (%),Urban,36.7,37.5,17
Sindh,Karachi Division,Karachi Central,Services Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Services Employee (%),Urban,62.7,62,81.7
Sindh,Karachi Division,Karachi Central,Formal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Formal Activity (%),Urban,44.6,44.3,52.3
Sindh,Karachi Division,Karachi Central,Informal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Informal Activity (%),Urban,55.4,55.7,47.7
Sindh,Karachi Division,Karachi Central,Employers (%),All Areas,6.7,7,-
Sindh,Karachi Division,Karachi Central,Own Account Workers (%),All Areas,28.1,28.2,25.3
Sindh,Karachi Division,Karachi Central,Contributing Family  Workers (%),All Areas,3.9,4,1.4
Sindh,Karachi Division,Karachi Central,Employees (%),All Areas,61.4,60.9,73.3
Sindh,Karachi Division,Karachi Central,Literacy Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Literacy Rate (%),Urban,88,91.8,84.1
Sindh,Karachi Division,Karachi Central,Underemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Underemployment Rate (%),Urban,0.5,0.4,2.1
Sindh,Karachi Division,Karachi Central,Mean Hours Work/Per Week,Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Mean Hours Work/Per Week,Urban,52.8,53.2,43.2
Sindh,Karachi Division,Karachi Central,Total Population,Rural,-,-,-
Sindh,Karachi Division,Karachi Central,Total Population,Urban,2971382,1542028,1428860
Sindh,Karachi Division,Karachi East,Working Age Population,Rural,-,-,-
Sindh,Karachi Division,Karachi East,Working Age Population,Urban,2368000,1261000,1106000
Sindh,Karachi Division,Karachi East,Labour Force,Rural,-,-,-
Sindh,Karachi Division,Karachi East,Labour Force,Urban,894000,825700,68200
Sindh,Karachi Division,Karachi East,Employed,Rural,-,-,-
Sindh,Karachi Division,Karachi East,Employed,Urban,830400,784500,45900
Sindh,Karachi Division,Karachi East,Unemployed,Rural,-,-,-
Sindh,Karachi Division,Karachi East,Unemployed,Urban,63600,41200,22400
Sindh,Karachi Division,Karachi East,Refined Participation Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Refined Participation Rate (%),Urban,37.8,65.5,6.2
Sindh,Karachi Division,Karachi East,Unemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Unemployment Rate (%),Urban,7.1,5,32.8
Sindh,Karachi Division,Karachi East,Employment to Population Ratio (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Employment to Population Ratio (%),Urban,35.1,62.2,4.1
Sindh,Karachi Division,Karachi East,Agriculture Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Agriculture Employee (%),Urban,0.3,0.3,0.6
Sindh,Karachi Division,Karachi East,Industry Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Industry Employee (%),Urban,30.2,31.3,11.7
Sindh,Karachi Division,Karachi East,Services Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Services Employee (%),Urban,69.5,68.4,87.6
Sindh,Karachi Division,Karachi East,Formal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Formal Activity (%),Urban,42.5,42.1,50.2
Sindh,Karachi Division,Karachi East,Informal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Informal Activity (%),Urban,57.5,57.9,49.8
Sindh,Karachi Division,Karachi East,Employers (%),All Areas,7.6,7.8,2.9
Sindh,Karachi Division,Karachi East,Own Account Workers (%),All Areas,21.3,22.1,7.4
Sindh,Karachi Division,Karachi East,Contributing Family  Workers (%),All Areas,3.5,3.5,3.6
Sindh,Karachi Division,Karachi East,Employees (%),All Areas,67.6,66.5,86.1
Sindh,Karachi Division,Karachi East,Literacy Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Literacy Rate (%),Urban,87.2,92.2,81.6
Sindh,Karachi Division,Karachi East,Underemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi East,Underemployment Rate (%),Urban,0.6,0.6,-
Sindh,Karachi Division,Karachi East,Mean Hours Work/Per Week,Rural,-,-,-
Sindh,Karachi Division,Karachi East,Mean Hours Work/Per Week,Urban,53.7,54.2,44.7
Sindh,Karachi Division,Karachi East,Total Population,Rural,-,-,-
Sindh,Karachi Division,Karachi East,Total Population,Urban,2875315,1506788,1368002
Sindh,Karachi Division,Karachi South,Working Age Population,Rural,-,-,-
Sindh,Karachi Division,Karachi South,Working Age Population,Urban,1260000,660000,600000
Sindh,Karachi Division,Karachi South,Labour Force,Rural,-,-,-
Sindh,Karachi Division,Karachi South,Labour Force,Urban,432900,420300,12600
Sindh,Karachi Division,Karachi South,Employed,Rural,-,-,-
Sindh,Karachi Division,Karachi South,Employed,Urban,408600,397500,11100
Sindh,Karachi Division,Karachi South,Unemployed,Rural,-,-,-
Sindh,Karachi Division,Karachi South,Unemployed,Urban,24200,22800,1400
Sindh,Karachi Division,Karachi South,Refined Participation Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Refined Participation Rate (%),Urban,34.4,63.7,2.1
Sindh,Karachi Division,Karachi South,Unemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Unemployment Rate (%),Urban,5.6,5.4,11.5
Sindh,Karachi Division,Karachi South,Employment to Population Ratio (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Employment to Population Ratio (%),Urban,32.4,60.2,1.9
Sindh,Karachi Division,Karachi South,Agriculture Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Agriculture Employee (%),Urban,2.3,2.3,-
Sindh,Karachi Division,Karachi South,Industry Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Industry Employee (%),Urban,26.6,26.8,18.4
Sindh,Karachi Division,Karachi South,Services Employee (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Services Employee (%),Urban,71.1,70.8,81.6
Sindh,Karachi Division,Karachi South,Formal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Formal Activity (%),Urban,31.5,30.3,71.6
Sindh,Karachi Division,Karachi South,Informal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Informal Activity (%),Urban,68.5,69.7,28.4
Sindh,Karachi Division,Karachi South,Employers (%),All Areas,3.6,3.5,6.8
Sindh,Karachi Division,Karachi South,Own Account Workers (%),All Areas,34.8,35.5,11.5
Sindh,Karachi Division,Karachi South,Contributing Family  Workers (%),All Areas,3.8,3.9,-
Sindh,Karachi Division,Karachi South,Employees (%),All Areas,57.7,57.1,81.7
Sindh,Karachi Division,Karachi South,Literacy Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Literacy Rate (%),Urban,84.8,90.7,78.2
Sindh,Karachi Division,Karachi South,Underemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Karachi South,Underemployment Rate (%),Urban,0.6,0.7,-
Sindh,Karachi Division,Karachi South,Mean Hours Work/Per Week,Rural,-,-,-
Sindh,Karachi Division,Karachi South,Mean Hours Work/Per Week,Urban,54.3,54.6,43.3
Sindh,Karachi Division,Karachi South,Total Population,Rural,-,-,-
Sindh,Karachi Division,Karachi South,Total Population,Urban,1769230,930691,838349
Sindh,Karachi Division,Karachi West,Working Age Population,Rural,201000,107000,94000
Sindh,Karachi Division,Karachi West,Working Age Population,Urban,2819000,1513000,1306000
Sindh,Karachi Division,Karachi West,Labour Force,Rural,83000,74100,8900
Sindh,Karachi Division,Karachi West,Labour Force,Urban,1137900,1081300,56700
Sindh,Karachi Division,Karachi West,Employed,Rural,80200,71400,8900
Sindh,Karachi Division,Karachi West,Employed,Urban,1068800,1039200,29600
Sindh,Karachi Division,Karachi West,Unemployed,Rural,2800,2800,-
Sindh,Karachi Division,Karachi West,Unemployed,Urban,69100,42100,27000
Sindh,Karachi Division,Karachi West,Refined Participation Rate (%),Rural,41.2,69.1,9.5
Sindh,Karachi Division,Karachi West,Refined Participation Rate (%),Urban,40.4,71.5,4.3
Sindh,Karachi Division,Karachi West,Unemployment Rate (%),Rural,3.3,3.7,-
Sindh,Karachi Division,Karachi West,Unemployment Rate (%),Urban,6.1,3.9,47.7
Sindh,Karachi Division,Karachi West,Employment to Population Ratio (%),Rural,39.9,66.5,9.5
Sindh,Karachi Division,Karachi West,Employment to Population Ratio (%),Urban,37.9,68.7,2.3
Sindh,Karachi Division,Karachi West,Agriculture Employee (%),Rural,18.2,10.5,80.3
Sindh,Karachi Division,Karachi West,Agriculture Employee (%),Urban,1.7,1.7,-
Sindh,Karachi Division,Karachi West,Industry Employee (%),Rural,43.7,47.8,10.3
Sindh,Karachi Division,Karachi West,Industry Employee (%),Urban,46.6,47.1,30.4
Sindh,Karachi Division,Karachi West,Services Employee (%),Rural,38.1,41.7,9.4
Sindh,Karachi Division,Karachi West,Services Employee (%),Urban,51.7,51.2,69.6
Sindh,Karachi Division,Karachi West,Formal Activity (%),Rural,19.1,18.4,44.9
Sindh,Karachi Division,Karachi West,Formal Activity (%),Urban,33.2,32.8,46.8
Sindh,Karachi Division,Karachi West,Informal Activity (%),Rural,80.9,81.6,55.1
Sindh,Karachi Division,Karachi West,Informal Activity (%),Urban,66.8,67.2,53.2
Sindh,Karachi Division,Karachi West,Employers (%),All Areas,2.6,2.7,-
Sindh,Karachi Division,Karachi West,Own Account Workers (%),All Areas,26.6,27.3,6.1
Sindh,Karachi Division,Karachi West,Contributing Family  Workers (%),All Areas,6.4,6,19.7
Sindh,Karachi Division,Karachi West,Employees (%),All Areas,64.4,64,74.2
Sindh,Karachi Division,Karachi West,Literacy Rate (%),Rural,58,67.5,47.2
Sindh,Karachi Division,Karachi West,Literacy Rate (%),Urban,75.1,81.6,67.5
Sindh,Karachi Division,Karachi West,Underemployment Rate (%),Rural,0.4,-,4
Sindh,Karachi Division,Karachi West,Underemployment Rate (%),Urban,1.6,1.2,18
Sindh,Karachi Division,Karachi West,Mean Hours Work/Per Week,Rural,53.7,55.3,40.7
Sindh,Karachi Division,Karachi West,Mean Hours Work/Per Week,Urban,51.5,52,35
Sindh,Karachi Division,Karachi West,Total Population,Rural,282858,148703,134139
Sindh,Karachi Division,Karachi West,Total Population,Urban,3624207,1907416,1716441
Sindh,Karachi Division,Korangi,Working Age Population,Rural,-,-,-
Sindh,Karachi Division,Korangi,Working Age Population,Urban,1945000,1019000,926000
Sindh,Karachi Division,Korangi,Labour Force,Rural,-,-,-
Sindh,Karachi Division,Korangi,Labour Force,Urban,672600,640700,31900
Sindh,Karachi Division,Korangi,Employed,Rural,-,-,-
Sindh,Karachi Division,Korangi,Employed,Urban,635800,609100,26700
Sindh,Karachi Division,Korangi,Unemployed,Rural,-,-,-
Sindh,Karachi Division,Korangi,Unemployed,Urban,36800,31600,5200
Sindh,Karachi Division,Korangi,Refined Participation Rate (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Refined Participation Rate (%),Urban,34.6,62.9,3.4
Sindh,Karachi Division,Korangi,Unemployment Rate (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Unemployment Rate (%),Urban,5.5,4.9,16.4
Sindh,Karachi Division,Korangi,Employment to Population Ratio (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Employment to Population Ratio (%),Urban,32.7,59.8,2.9
Sindh,Karachi Division,Korangi,Agriculture Employee (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Agriculture Employee (%),Urban,1.1,1.1,-
Sindh,Karachi Division,Korangi,Industry Employee (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Industry Employee (%),Urban,38.3,38.6,32.3
Sindh,Karachi Division,Korangi,Services Employee (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Services Employee (%),Urban,60.6,60.3,67.7
Sindh,Karachi Division,Korangi,Formal Activity (%),Rural,-,-,-
Sindh,Karachi Division,Korangi,Formal Activity (%),Urban,41.2,40.6,54.3
